member_id,plan_id,plan_type,valuation_date,status,age,gender,service_years,retirement_age_assumption,salary_current,salary_5y_avg,salary_growth_assumption,contribution_rate_employee,contribution_rate_employer,accrual_rate,benefit_formula,termination_rate,mortality_table,mortality_improvement_scale,discount_rate_base,inflation_assumption,expected_return_on_assets,asset_allocation_equity,asset_allocation_fixed_income,asset_allocation_alts,asset_allocation_cash,assets_market_value_member,liability_pv_member,funded_ratio_member,liability_duration,benefit_payments_next_year_member,probability_retirement_next_year,probability_mortality_next_year,scenario_id,shock_interest_rate_bps,shock_equity_return,shock_inflation_bps,surplus_change_scenario_member,VaR_95_member,CTE_99_member,country,currency
M00665,P001,DB,12/31/2025,Active,58,F,17,64,439368.5437,386235.5446,0.066567537,0.096345866,0.147646945,0.023534883,final_average,0.020390326,VBT-2015,MP-2021,0.051470616,0.055056904,0.092118585,0.291872661,0.409709808,0.284884052,0.013533479,1739155.044,2029576.304,0.856905474,13.13385403,0,0,0.0089,baseline,0,0,0,0,205917.8931,349997.8293,IN,INR
M00666,P001,DB,12/31/2025,Active,51,F,7,64,1314597.395,1190003.491,0.051047312,0.035238276,0.071704653,0.024637913,final_average,0.13043116,IALM_2012-14_Ultimate,MP-2021,0.057202787,0.05964621,0.06915399,0.520070297,0.180006279,0.292856082,0.007067342,1773577.689,2276133.682,0.779206293,11.09040909,0,0,0.0068,rate_down_100bps,-100,0,50,-236469.7807,321863.6412,547070.3592,IN,INR
M00667,P002,DB,12/31/2025,Active,40,M,16,65,362505.8213,338087.7626,0.035482508,0.074028434,0.130362726,0.024292722,final_average,0.07234489,RP-2010,MP-2021,0.086151119,0.030316135,0.060087124,0.255343204,0.484373666,0.217918439,0.042364691,2333785.467,1960868.559,1.190179452,14.92185672,0,0,0.0035,equity_down_20,0,-0.2,0,-119183.2515,246916.9345,419683.7378,IN,INR
M00668,P001,DB,12/31/2025,Active,39,M,3,63,1528728.056,1378947.169,0.05291013,0.025729257,0.060766238,0.021131788,final_average,0.099790682,VBT-2015,MP-2020,0.054862884,0.043649856,0.080395984,0.076815282,0.535866646,0.369445522,0.017872551,958886.9577,841132.6368,1.139994949,9.621867084,0,0,0.0032,equity_down_20,0,-0.2,0,-14731.43433,89719.75258,152496.3089,IN,INR
M00669,P002,DB,12/31/2025,Active,47,M,23,61,934087.2279,874254.3585,0.033653106,0.050875309,0.039138347,0.02050475,final_average,0.061671003,IALM_2012-14_Ultimate,MP-2021,0.086161979,0.052616941,0.090622034,0.073460752,0.344296406,0.176116997,0.406125845,6346345.139,7116623.31,0.891763532,17.26051931,0,0,0.0056,baseline,0,0,0,0,347149.8963,590049.307,IN,INR
M00670,P002,DB,12/31/2025,Active,49,F,18,65,1299154.734,1205422.23,0.038151753,0.055256975,0.033808003,0.011115841,career_average,0.076599144,IAM-2012,MI-2012,0.075436973,0.051769664,0.065004897,0.244137715,0.627882343,0.113601033,0.014378909,3787311.6,3426018.415,1.105455704,14.20481758,0,0,0.0062,baseline,0,0,0,0,393497.2888,668825.787,IN,INR
M00671,P001,DB,12/31/2025,Active,46,F,10,66,1128668.314,1061312.243,0.031244343,0.032910928,0.102740211,0.015951713,final_average,0.073405954,RP-2014,MP-2020,0.086804949,0.044035402,0.081311489,0.410147025,0.356718785,0.224852534,0.008281656,2500703.067,2226075.23,1.123368623,13.14889752,0,0,0.0053,high_inflation,150,-0.05,300,320870.1478,365976.0204,622047.9957,IN,INR
M00672,P006,DC,12/31/2025,Active,47,F,20,62,1156111.555,1047565.971,0.050531743,0.061188192,0.157366347,,account_balance,0.003552707,VBT-2015,None,0.082572235,0.055264656,0.072576359,0.284743303,0.502856948,0.024160561,0.188239188,9226848.987,9226848.987,1,11.2419526,0,0,0.0056,baseline,0,0,0,0,979599.0936,1665020.709,IN,INR
M00673,P001,DB,12/31/2025,Retired,61,M,19,63,1032010.03,966412.8981,0.033381305,0.027927864,0.083222386,0.013438396,final_average,0.10311439,RP-2014,MP-2021,0.084611338,0.050251357,0.09352961,0.239558124,0.47310004,0.2579171,0.029424737,2957304.971,3437537.24,0.860297581,13.9310438,246753.7457,0,0.0098,baseline,0,0,0,0,309946.3919,526814.6575,IN,INR
M00674,P003,DC,12/31/2025,Active,55,F,10,64,1117629.843,1016091.212,0.048775775,0.063578582,0.132055898,,account_balance,0.075423419,IAM-2012,MP-2020,0.070975316,0.046450755,0.064010161,0.374429541,0.482312281,0.094034769,0.049223409,2710859.261,2710859.261,1,11.58451285,0,0,0.008,baseline,0,0,0,0,361536.54,614502.2285,IN,INR
M00675,P003,DC,12/31/2025,Active,46,M,10,64,1005241.386,882435.2629,0.067317801,0.060945725,0.147793538,,account_balance,0.104742543,RP-2010,MP-2021,0.083011932,0.038186604,0.093915762,0.60577732,0.358740717,0.017673444,0.017808519,2885402.482,2885402.482,1,12.55074885,0,0,0.0053,equity_down_20,0,-0.2,0,-349582.2766,584155.0397,992886.0128,IN,INR
M00676,P006,DC,12/31/2025,Active,53,M,6,65,529975.9735,472755.0156,0.058790457,0.091016914,0.066790902,,account_balance,0.067365498,IALM_2012-14_Ultimate,None,0.06842111,0.041020309,0.084430688,0.334863563,0.259384535,0.072990456,0.332761446,570849.0744,570849.0744,1,16.99690952,0,0,0.0074,high_inflation,150,-0.05,300,124877.0166,65162.96874,110757.2405,IN,INR
M00677,P001,DB,12/31/2025,Active,34,M,11,60,824690.6661,772697.1787,0.033096467,0.077096302,0.131440342,0.011710613,career_average,0.03410595,RP-2010,MP-2021,0.051766917,0.059671653,0.096777787,0.22137835,0.586901044,0.167513757,0.024206848,1251815.454,1069745.491,1.170199328,10.74728651,0,0,0.0017,baseline,0,0,0,0,123631.3849,210135.7764,IN,INR
M00678,P003,DC,12/31/2025,Active,48,F,4,65,2614012.191,2421602.952,0.038968392,0.094859499,0.150640797,,account_balance,0.081141649,RP-2014,None,0.076054331,0.057183644,0.097425067,0.096975287,0.752650691,0.105892579,0.044481443,2863945.181,2863945.181,1,12.13230327,0,0,0.0059,rate_down_100bps,-100,0,50,-239684.9987,239167.7527,406512.4842,IN,INR
M00679,P006,DC,12/31/2025,Retired,62,F,16,61,1134102.483,1015187.576,0.056946497,0.114131953,0.119611458,,account_balance,0.027629403,RP-2010,MI-2012,0.079138129,0.05086942,0.092355095,0.489304232,0.353205564,0.140547019,0.016943185,7696909.204,7696909.204,1,14.90258062,513127.2803,0,0.0101,high_inflation,150,-0.05,300,1328356.3,1285638.104,2185194.005,IN,INR
M00680,P006,DC,12/31/2025,Active,42,M,16,64,1646401.085,1449418.936,0.065788074,0.102730581,0.131226011,,account_balance,0.128888889,RP-2010,MP-2021,0.054061949,0.055767202,0.081204406,0.234344739,0.61438481,0.114106751,0.0371637,10132384.32,10132384.32,1,15.5229806,0,0,0.0041,baseline,0,0,0,0,1019764.862,1733290.307,IN,INR
M00681,P005,DB,12/31/2025,Active,36,M,3,66,632594.9413,594759.7599,0.031316743,0.02370629,0.077804398,0.016895434,career_average,0.110740747,VBT-2015,MP-2021,0.082636278,0.034079375,0.06570236,0.267882864,0.363409746,0.009852089,0.358855301,270495.1129,302494.4335,0.894215175,10.03425671,0,0,0.0023,rate_down_100bps,-100,0,50,-25438.03997,25793.22193,43840.63739,IN,INR
M00682,P002,DB,12/31/2025,Active,37,F,22,64,627658.3786,555990.0905,0.062498045,0.077921928,0.050056603,0.010954937,career_average,0.076150442,VBT-2015,MP-2020,0.053006951,0.038027289,0.069016955,0.328256368,0.397685198,0.262834935,0.011223499,2348120.322,2335074.218,1.005587019,17.42613563,0,0,0.0026,rate_up_100bps,100,0,-50,360222.5654,296047.9409,503191.5154,IN,INR
M00683,P001,DB,12/31/2025,Active,33,M,7,62,572888.5126,517188.1367,0.052472555,0.060598627,0.139961502,0.017117173,final_average,0.064717102,IAM-2012,None,0.067664565,0.056554682,0.076710075,0.576006602,0.259745315,0.070175327,0.094072756,635226.4687,572825.6812,1.108935038,9.243657565,0,0,0.0014,rate_up_100bps,100,0,-50,44700.18945,121798.1574,207019.8468,IN,INR
M00684,P004,Hybrid,12/31/2025,Active,36,M,42,68,540745.4634,488754.2009,0.051843653,0.020577052,0.137614043,0.074035966,cash_balance,0.055594969,VBT-2015,MP-2020,0.069516949,0.044125864,0.089160857,0.123616822,0.569898137,0.174187237,0.132297804,3884478.903,3894125.432,0.9975228,9.602081742,0,0,0.0023,baseline,0,0,0,0,301016.3331,511636.2719,IN,INR
M00685,P006,DC,12/31/2025,Active,40,F,12,66,474454.3455,415717.0019,0.068312527,0.112431459,0.158741869,,account_balance,0.05484773,VBT-2015,MP-2021,0.051470276,0.047728239,0.081794169,0.523040725,0.115908117,0.265965486,0.095085672,2168172.446,2168172.446,1,15.85888082,0,0,0.0035,rate_up_100bps,100,0,-50,331282.4448,390881.2856,664379.3766,IN,INR
M00686,P003,DC,12/31/2025,Active,30,F,22,65,1093557.337,973435.172,0.059905785,0.076150599,0.162058823,,account_balance,0.093764091,VBT-2015,None,0.052632182,0.056509965,0.077532084,0.299047665,0.59333568,0.105646152,0.001970504,11599011.1,11599011.1,1,15.94327446,0,0,0.0005,equity_down_20,0,-0.2,0,-693731.436,1349897.048,2294414.679,IN,INR
M00687,P003,DC,12/31/2025,Active,44,M,6,63,838929.1399,741034.0131,0.064004755,0.040725048,0.13699734,,account_balance,0.016037173,VBT-2015,MP-2021,0.068025767,0.042120271,0.079101374,0.298367075,0.59862968,0.025773339,0.077229906,992929.1683,992929.1683,1,14.99480632,0,0,0.0047,baseline,0,0,0,0,113881.8111,193564.4644,IN,INR
M00688,P002,DB,12/31/2025,Active,53,M,9,62,1460037.528,1339152.579,0.044159823,0.033415773,0.079794448,0.024082619,final_average,0.098909262,IAM-2012,MP-2021,0.062450308,0.044454305,0.089659463,0.469558301,0.495076753,0.024635071,0.010729875,3445384.331,3974988.514,0.866765858,13.69492296,0,0,0.0074,high_inflation,150,-0.05,300,607737.2547,558501.9451,949283.5492,IN,INR
M00689,P005,DB,12/31/2025,Active,35,M,7,67,856253.3507,773440.1067,0.052174562,0.066435869,0.084515855,0.01107079,career_average,0.057308457,VBT-2015,MP-2021,0.082636311,0.033365291,0.061374257,0.203145752,0.350300968,0.29744103,0.14911225,813132.6475,695146.8512,1.169727873,11.59773566,0,0,0.002,high_inflation,150,-0.05,300,91309.63273,77635.10391,131956.0793,IN,INR
M00690,P002,DB,12/31/2025,Active,59,M,4,64,333881.7255,300195.2046,0.054616227,0.056111239,0.129599927,0.0161369,final_average,0.094541463,VBT-2015,MI-2012,0.066554192,0.059742395,0.077705237,0.326634647,0.590190148,0.083148769,2.64E-05,241156.571,320878.2494,0.751551629,16.55985122,0,0,0.0092,baseline,0,0,0,0,29742.46352,50553.14771,IN,INR
M00691,P002,DB,12/31/2025,Active,49,F,4,66,1202156.47,1105366.203,0.042863358,0.046087021,0.051284013,0.014846203,flat,0.128177892,RP-2014,MP-2020,0.054221083,0.059201248,0.082908126,0.277108641,0.504859294,0.15945586,0.058576205,989732.3465,1003586.544,0.986195313,15.28879536,0,0,0.0062,baseline,0,0,0,0,107450.6328,182633.416,IN,INR
M00692,P003,DC,12/31/2025,Active,54,M,10,63,394870.7957,356250.1649,0.052809925,0.081393135,0.081523163,,account_balance,0.087601369,VBT-2015,MP-2020,0.056315141,0.038896127,0.083548534,0.460023979,0.389440554,0.124742753,0.025792714,866884.9273,866884.9273,1,17.71245683,0,0,0.0077,baseline,0,0,0,0,137039.6163,232925.6943,IN,INR
M00693,P003,DC,12/31/2025,Active,37,F,13,63,1084335.003,1003558.562,0.039466215,0.09481686,0.088393121,,account_balance,0.082565602,IAM-2012,MP-2021,0.076938922,0.0555743,0.084747484,0.293502467,0.450664407,0.251942752,0.003890373,4055752.43,4055752.43,1,13.08884895,0,0,0.0026,baseline,0,0,0,0,476032.4727,809110.5129,IN,INR
M00694,P002,DB,12/31/2025,Active,53,M,5,68,695849.7983,648661.5843,0.035735027,0.074141989,0.124581484,0.016577471,final_average,0.078126564,IAM-2012,None,0.088002612,0.052112024,0.062137976,0.405795544,0.525255606,0.042317719,0.026631131,548012.4604,711577.4547,0.77013747,13.23474972,0,0,0.0074,rate_down_100bps,-100,0,50,-79783.16432,78619.621,133629.4592,IN,INR
M00695,P001,DB,12/31/2025,Active,33,M,8,64,1093210.694,1001164.697,0.04495881,0.015906384,0.074718186,0.018230991,final_average,0.103368613,RP-2010,MP-2021,0.084783892,0.03439763,0.082317916,0.223341428,0.546074739,0.022880146,0.207703687,2459298.073,2354171.596,1.044655401,16.12249757,0,0,0.0014,baseline,0,0,0,0,224541.2384,381651.8557,IN,INR
M00696,P004,Hybrid,12/31/2025,Active,53,M,7,62,514202.0956,458008.1814,0.059571585,0.061573383,0.072980185,0.064917061,cash_balance,0.066659704,VBT-2015,MP-2021,0.055179773,0.030716785,0.082021976,0.605052224,0.350845281,0.037606333,0.006496162,203030.2493,235916.6143,0.860601742,17.93743916,0,0,0.0074,baseline,0,0,0,0,41050.28635,69773.0095,IN,INR
M00697,P002,DB,12/31/2025,Active,46,F,10,62,1397571.277,1228378.307,0.066647486,0.087062356,0.149857961,0.012673029,career_average,0.068681114,IALM_2012-14_Ultimate,MI-2012,0.050654725,0.030422224,0.094194154,0.126284839,0.840673053,0.006432936,0.026609172,2060505.177,2656969.164,0.775509632,17.0676584,0,0,0.0053,baseline,0,0,0,0,191225.2339,325024.7745,IN,INR
M00698,P004,Hybrid,12/31/2025,Active,50,M,15,64,1001414.693,911246.1222,0.048308562,0.045790179,0.076056737,0.095760155,cash_balance,0.133333333,RP-2010,MP-2021,0.051057551,0.031971661,0.090403084,0.439060711,0.408465727,0.137629621,0.014843941,1634128.796,1678975.176,0.973289432,11.67730793,0,0,0.0065,equity_down_20,0,-0.2,0,-143496.3503,249061.7799,423329.3231,IN,INR
M00699,P001,DB,12/31/2025,Active,32,M,11,60,843325.7791,756665.0602,0.055712948,0.072429451,0.059732464,0.021102729,final_average,0.023547155,IAM-2012,None,0.072193937,0.048821755,0.061249067,0.296844596,0.690612713,0.007399528,0.005143163,3272118.848,3088282.447,1.059527069,17.58255698,0,0,0.0011,baseline,0,0,0,0,389729.0151,662420.8671,IN,INR
M00700,P003,DC,12/31/2025,Active,35,M,7,64,459255.6308,429448.774,0.034121485,0.07592234,0.116749314,,account_balance,0.096205467,RP-2010,MP-2021,0.069435906,0.044765104,0.082236615,0.196335479,0.753455416,0.034531891,0.015677214,763756.6625,763756.6625,1,10.78171607,0,0,0.002,rate_up_100bps,100,0,-50,53573.24513,75412.12295,128177.6874,IN,INR
M00701,P003,DC,12/31/2025,Active,50,M,18,63,2223828.19,1956326.551,0.06617855,0.053082097,0.152230915,,account_balance,0.116035519,IALM_2012-14_Ultimate,MP-2021,0.050535864,0.059902667,0.087637764,0.74975391,0.026954788,0.206856853,0.016434448,15398869.32,15398869.32,1,12.79301299,0,0,0.0065,baseline,0,0,0,0,3850337.632,6544403.659,IN,INR
M00702,P001,DB,12/31/2025,Active,35,M,13,65,654707.1255,590746.8013,0.052744169,0.07058269,0.03835294,0.014070502,career_average,0.142222222,RP-2014,MP-2021,0.052284909,0.038596129,0.083205729,0.210194406,0.292594236,0.356190111,0.141021247,1723941.229,1835079.599,0.939436758,16.98245929,0,0,0.002,baseline,0,0,0,0,177200.8523,301187.5885,IN,INR
M00703,P002,DB,12/31/2025,Active,49,M,11,63,1108283.911,984114.1396,0.06121353,0.091984102,0.104267068,0.013687725,career_average,0.04450778,IALM_2012-14_Ultimate,MI-2012,0.089990178,0.051770993,0.087054769,0.14363707,0.354462022,0.241840552,0.260060356,2034061.98,1751556.312,1.161288373,11.82101213,0,0,0.0062,high_inflation,150,-0.05,300,241894.3619,154300.8442,262264.5353,IN,INR
M00704,P001,DB,12/31/2025,Active,30,M,5,68,642424.4331,569842.5736,0.061777648,0.057637061,0.034288255,0.014367381,final_average,0.028476191,RP-2010,MP-2021,0.088597649,0.041613056,0.064666239,0.374208342,0.524202128,0.091879008,0.009710522,581473.111,498191.836,1.167167081,12.17009846,0,0,0.0005,rate_up_100bps,100,0,-50,45389.96484,78365.36782,133197.306,IN,INR
M00705,P001,DB,12/31/2025,Active,52,M,17,62,5389000.498,4979951.067,0.040259221,0.018612224,0.093159882,0.012821976,final_average,0.124444444,VBT-2015,MP-2021,0.055068989,0.032949605,0.066769675,0.212587338,0.510185641,0.166427834,0.110799187,18550779.65,19487827.38,0.951916255,17.95289395,0,0,0.0071,baseline,0,0,0,0,1711309.86,2908706.608,IN,INR
M00706,P006,DC,12/31/2025,Active,32,M,13,64,1053090.378,953064.3532,0.051166978,0.077685398,0.094546893,,account_balance,0.142222222,RP-2014,None,0.056563996,0.056314367,0.083309489,0.300222956,0.365199705,0.025775068,0.30880227,3589812.088,3589812.088,1,13.05918248,0,0,0.0011,rate_down_100bps,-100,0,50,-403250.1955,378331.5289,643048.6047,IN,INR
M00707,P002,DB,12/31/2025,Active,50,M,14,61,746678.8809,654109.5776,0.06841919,0.025973533,0.066797004,0.012939122,career_average,0.081391642,IALM_2012-14_Ultimate,MI-2012,0.086006514,0.042000059,0.092027423,0.078762557,0.352179272,0.313808041,0.255250131,2120392.367,2076792.252,1.020993971,17.52708567,0,0,0.0065,baseline,0,0,0,0,160571.8507,272923.3401,IN,INR
M00708,P005,DB,12/31/2025,Active,50,M,9,65,1293149.74,1210475.768,0.033585382,0.010351327,0.086051516,0.022659456,final_average,0.16,VBT-2015,MP-2021,0.070297576,0.057507603,0.061039558,0.36833895,0.335526388,0.113885053,0.182249609,3369996.118,2830548.51,1.190580591,11.46627945,0,0,0.0065,baseline,0,0,0,0,430206.4113,731220.1374,IN,INR
M00709,P002,DB,12/31/2025,Active,37,M,8,68,1379908.58,1234342.779,0.057321996,0.051339407,0.141252895,0.013617794,career_average,0.066773111,IALM_2012-14_Ultimate,MP-2021,0.088319035,0.058107822,0.07744961,0.189394702,0.618233035,0.022791702,0.169580562,2033950.932,1816375.251,1.119785645,13.50744012,0,0,0.0026,high_inflation,150,-0.05,300,254448.5482,177712.5929,302057.3919,IN,INR
M00710,P004,Hybrid,12/31/2025,Deferred,50,M,26,66,1175929.576,1030006.42,0.068490563,0.006970468,0.115280077,0.067319773,cash_balance,0.0610894,IAM-2012,MP-2020,0.07081359,0.054604337,0.09968215,0.065043814,0.318551633,0.52336901,0.093035544,2882185.527,3261941.511,0.883579769,12.44468849,0,0,0.0065,high_inflation,150,-0.05,300,530674.9047,317333.7485,539370.9184,IN,INR
M00711,P005,DB,12/31/2025,Active,47,F,8,64,851212.5577,783940.9335,0.042023084,0.022340462,0.142421472,0.017958864,final_average,0.152010229,VBT-2015,None,0.073088963,0.030830362,0.090629831,0.334090578,0.237801934,0.261966614,0.166140874,1239919.209,1585551.822,0.782011153,14.07758761,0,0,0.0056,baseline,0,0,0,0,153439.6657,260800.7936,IN,INR
M00712,P004,Hybrid,12/31/2025,Active,39,M,5,64,1200475.43,1059488.587,0.064457917,0.043991044,0.109196521,0.111967202,cash_balance,0.131660944,IAM-2012,MP-2021,0.058805436,0.058980791,0.07800746,0.558024521,0.167271023,0.129398235,0.145306221,647406.3533,652405.1543,0.992337889,17.0856653,0,0,0.0032,equity_down_20,0,-0.2,0,-72253.7241,120487.2632,204791.7251,IN,INR
M00713,P003,DC,12/31/2025,Active,34,M,12,66,918131.8628,805924.5029,0.067346302,0.099886858,0.162379487,,account_balance,0.051703292,RP-2014,None,0.085043036,0.033724932,0.063921617,0.225312083,0.61575662,0.120601279,0.038330018,3678544.117,3678544.117,1,17.91791062,0,0,0.0017,baseline,0,0,0,0,363333.1143,617555.8586,IN,INR
M00714,P003,DC,12/31/2025,Active,24,M,10,67,973465.8885,866571.7314,0.059883448,0.052048022,0.135270335,,account_balance,0.155555556,RP-2014,MP-2020,0.083000104,0.05793928,0.074367303,0.506442406,0.439826337,0.052841441,0.000889817,2323532.595,2323532.595,1,13.50959514,0,0,0.0005,baseline,0,0,0,0,400803.5238,681244.1656,IN,INR
M00715,P002,DB,12/31/2025,Active,47,F,19,68,691462.7796,640215.4097,0.039253132,0.070561496,0.138692709,0.01939257,final_average,0.038317508,RP-2014,MP-2021,0.063496924,0.048196313,0.066177151,0.514067293,0.389154034,0.04887316,0.047905513,2816901.859,2494637.068,1.129183036,10.57528986,0,0,0.0056,rate_down_100bps,-100,0,50,-209004.6648,489309.0205,831676.6087,IN,INR
M00716,P006,DC,12/31/2025,Active,28,F,9,63,509636.8691,468158.0003,0.043360029,0.089677314,0.152892854,,account_balance,0.16,RP-2014,MP-2020,0.074494921,0.041323802,0.096831157,0.541979947,0.295123434,0.00019284,0.162703779,1549178.118,1549178.118,1,9.454290381,0,0,0.0005,baseline,0,0,0,0,279928.3902,475793.1787,IN,INR
M00717,P005,DB,12/31/2025,Active,45,F,15,68,1268646.511,1192501.994,0.031432372,0.008062095,0.147797668,0.012459816,flat,0.124816546,IAM-2012,MP-2020,0.063657694,0.051639441,0.087425775,0.333393338,0.351416724,0.110809318,0.204380619,2536901.653,2325865.291,1.090734559,10.4357233,0,0,0.005,baseline,0,0,0,0,297195.7327,505142.4125,IN,INR
M00718,P006,DC,12/31/2025,Active,41,M,23,62,1293464.82,1144134.805,0.063258129,0.059728541,0.068946357,,account_balance,0.073194749,IAM-2012,MP-2020,0.068558731,0.045205829,0.094227901,0.208607789,0.136464063,0.244678174,0.410249973,9537584.204,9537584.204,1,15.71813366,0,0,0.0038,rate_up_100bps,100,0,-50,1434053.358,813223.3943,1382232.59,IN,INR
M00719,P001,DB,12/31/2025,Active,51,M,13,62,1764693.266,1558829.69,0.063984447,0.042315032,0.06560974,0.021312849,final_average,0.082868228,RP-2010,None,0.084142049,0.053834425,0.095898581,0.16595634,0.633201186,0.11751911,0.083323364,6395274.248,6197269.608,1.031950303,14.34884249,0,0,0.0068,equity_down_20,0,-0.2,0,-212267.2618,551146.0728,936780.8021,IN,INR
M00720,P005,DB,12/31/2025,Active,41,F,5,61,1006341.06,903621.1607,0.055308412,0.004184794,0.073484119,0.01472413,career_average,0.177777778,RP-2010,MP-2021,0.066616881,0.045413229,0.084275593,0.313901336,0.653763515,0.008411289,0.02392386,1178665.233,1047045.977,1.125705326,15.73909299,0,0,0.0038,rate_down_100bps,-100,0,50,-126267.1236,143545.7459,243984.1372,IN,INR
M00721,P006,DC,12/31/2025,Active,41,F,3,63,893516.2779,819629.0648,0.044101114,0.071794822,0.089209492,,account_balance,0.098199028,IAM-2012,MP-2020,0.083622624,0.041067274,0.060263935,0.268315485,0.553919317,0.147459888,0.030305309,432212.2788,432212.2788,1,17.58575729,0,0,0.0038,baseline,0,0,0,0,46609.20724,79221.48538,IN,INR
M00722,P002,DB,12/31/2025,Active,51,M,13,65,522084.2195,489191.6259,0.033072441,0.022300018,0.060238984,0.014116734,career_average,0.040431985,RP-2014,None,0.08840501,0.040825256,0.082242883,0.493501862,0.380838925,0.048216193,0.07744302,1115092.557,1379075.998,0.808579483,15.36142836,0,0,0.0068,baseline,0,0,0,0,186145.6124,316390.9619,IN,INR
